emp_no,last_name,first_name,title
13683,Vakili,Zhilian,Senior Engineer
13685,Hockney,Weicheng,Senior Engineer
13697,Weedon,Shuichi,Technique Leader
13708,Bolsens,Taizo,Senior Engineer
13713,Porenta,Nitsan,Senior Staff
13719,Porotnikoff,Hugh,Senior Engineer
13721,Delgrossi,Sugwoo,Senior Staff
13727,Merey,Vitali,Staff
13730,Kalorkoti,Munehiro,Senior Staff
13738,Mitchem,Bangqing,Engineer
13744,Quittner,Hisao,Senior Engineer
13745,Camurati,Ung,Senior Engineer
13758,Sidou,Subhrajyoti,Senior Staff
13762,Choobineh,Fumino,Senior Staff
13766,Heemskerk,Tremaine,Senior Staff
13772,Klyachko,Khalil,Engineer
13776,Brookner,Marjo,Senior Staff
13786,Berendt,Takushi,Senior Staff
13787,Sinicrope,Xiaobin,Senior Engineer
13792,Sury,Valery,Senior Staff
13796,Thorelli,Paloma,Engineer
13799,Backhouse,Chriss,Technique Leader
13800,Gammage,Nikolaus,Technique Leader
13809,Basagni,Kiyotoshi,Senior Staff
13815,Plotkin,Guadalupe,Senior Engineer
13831,Rikino,Yinghua,Technique Leader
13841,Spinelli,Christophe,Technique Leader
13842,Cichocki,Juichirou,Senior Staff
13846,Welham,Guiseppe,Senior Staff
13847,Gulik,Dhritiman,Technique Leader
13853,Roohalamini,Mingsen,Senior Staff
13856,Conta,Xiping,Senior Staff
13859,Fujisawa,Anoosh,Senior Engineer
13863,Baig,Reinhard,Senior Staff
13870,Kirkerud,Theirry,Engineer
13875,Manders,Genta,Senior Engineer
13884,Swift,Kensei,Engineer
13888,Reghbati,Xuedong,Engineer
13894,Schonegge,Ult,Engineer
13897,Hardjono,JoAnna,Senior Engineer
13899,Crouzet,Mostafa,Engineer
13904,Cairo,Youngkon,Senior Engineer
13911,Jansen,Fen,Staff
13913,Yoshizawa,Xinan,Technique Leader
13919,Sinicrope,Brewster,Engineer
13922,Langford,Jinpo,Senior Staff
13928,Nitta,Mahmut,Senior Staff
13934,Bratsberg,Shiv,Senior Engineer
13936,Hambrick,Tsz,Staff
13942,Esteva,Elzbieta,Technique Leader
13943,Plump,Maya,Senior Staff
13944,Maierhofer,Takahito,Senior Engineer
13946,Sgarro,Atilio,Senior Engineer
13951,Genther,Mooi,Senior Staff
13960,Hettesheimer,Nechama,Senior Staff
13966,Cooman,Boguslaw,Senior Staff
13969,Chandrasekhar,Jianwen,Technique Leader
13972,Walston,Seongbin,Technique Leader
13987,Fujisaki,Huican,Technique Leader
13990,Schapiro,Deborah,Engineer
13993,Marciano,Troy,Senior Staff
13999,Crouzet,Florian,Senior Staff
14001,Wynblatt,Mohammad,Senior Staff
14011,Peris,Katsuo,Engineer
14012,Hanratty,Yishai,Senior Engineer
14015,Picaronny,Manibrata,Senior Engineer
14024,Lukaszewicz,Naftali,Senior Engineer
14030,Hiroyama,Guadalupe,Technique Leader
14034,Seghrouchni,Aloys,Senior Staff
14038,Plesums,Tokuyasu,Senior Engineer
14039,Butterworth,Ugo,Assistant Engineer
14041,DeMori,Shan,Senior Staff
14051,Sullins,Constantijn,Senior Engineer
14058,Kobara,Huai,Senior Engineer
14066,Marrakchi,Gennadi,Staff
14084,Halloran,Deniz,Engineer
14086,Syrotiuk,Willard,Senior Staff
14088,Leslie,Mori,Senior Staff
14093,Ritzmann,Atreye,Technique Leader
14105,Orlowski,Ramachenga,Staff
14107,Rindone,Xiahua,Senior Staff
14118,Anido,Kasturi,Senior Staff
14122,Erde,Masato,Senior Staff
14130,Stroustrup,Yuuichi,Staff
14147,Rande,Sasan,Engineer
14148,Hartvigsen,Jungsoon,Senior Engineer
14150,Akiyama,Yuqun,Senior Staff
14159,Marrakchi,Theron,Engineer
14165,Cunliffe,Aloke,Senior Staff
14167,Hertweck,Adas,Senior Engineer
14172,Nitsch,Vasilis,Senior Staff
14191,Luby,Jiann,Senior Engineer
14199,Peek,Tomoyuki,Senior Engineer
14200,Sankaranarayanan,Masali,Senior Staff
14220,Pargas,Tomofumi,Senior Engineer
14232,Bojadziev,Masali,Senior Engineer
14233,Blokdijk,Zijian,Senior Staff
14234,Servi,Alair,Staff
14236,Angiulli,Xuedong,Senior Staff
14237,Gerlach,Abdulla,Senior Engineer
14241,Ranze,Zhonghui,Senior Staff
14251,Werthner,Ingemar,Senior Staff
14252,Fargier,Weiyi,Staff
14253,Mattern,Mart,Senior Staff
14257,Massonet,Kwok,Staff
14259,Kisuki,Aleksandar,Senior Engineer
14273,Benveniste,Atreye,Staff
14277,Gente,Xiong,Technique Leader
14281,Stavenow,Hidekazu,Senior Engineer
14285,Peck,Deborah,Senior Staff
14292,Vigier,Susanna,Senior Staff
14298,Granlund,Chriss,Senior Engineer
14310,Leuchs,Marlo,Senior Staff
14320,Schaar,Sreenivas,Senior Engineer
14321,Falby,Shugo,Senior Staff
14322,Kakkad,Shem,Engineer
14323,Leslie,Golgen,Staff
14327,Leaver,Jianwen,Senior Engineer
14329,Bakhtari,Nikolaus,Senior Engineer
14331,Plessier,Susumu,Senior Engineer
14332,Nitto,Wilmer,Senior Engineer
14342,Iacovou,Hairong,Senior Engineer
14354,Bojadziev,Mong,Senior Staff
14364,Lund,Remzi,Senior Staff
14369,Cardazo,Hiroyasu,Senior Engineer
14370,Perl,Heon,Senior Staff
14372,Srimani,Saniya,Engineer
14382,Sichman,Zhigen,Senior Staff
14384,Holburn,Tomofumi,Technique Leader
14385,Vendrig,Chanjung,Engineer
14388,Remmers,Arch,Senior Staff
14394,Zaumen,Kinh,Senior Staff
14398,Parascandalo,Kristinn,Staff
14406,Tanemo,Tsutomu,Senior Engineer
14411,Validov,Hiroyasu,Technique Leader
14418,Kadhim,Chriss,Engineer
14422,Gadepally,Toshimo,Senior Engineer
14424,Isard,Chikako,Senior Engineer
14434,Maginnis,Elvis,Technique Leader
14436,Gubsky,Aloke,Engineer
14439,Woycyznski,Raimond,Senior Engineer
14455,Sabnani,Kwangyoen,Senior Staff
14478,Boissier,Munehiro,Senior Staff
14481,Lammel,Moti,Senior Engineer
14483,Marrevee,Supot,Senior Engineer
14484,Backhouse,Gift,Engineer
14486,Birdsall,Indrajit,Senior Engineer
14490,Azulay,Tran,Staff
14494,Azadmanesh,Yannis,Technique Leader
14497,Molenkamp,Armond,Staff
14498,Selenyi,Xiong,Senior Staff
14501,Kroft,Taizo,Technique Leader
14502,Simkin,Abdulla,Senior Engineer
14509,Aloia,Danil,Senior Staff
14513,Barreiro,Samphel,Senior Staff
14515,Versino,Kazuhisa,Senior Engineer
14524,Trogemann,Nobuyoshi,Staff
14526,Grabner,Arne,Staff
14530,Luks,Branimir,Engineer
14534,Vecchi,Heeju,Engineer
14537,Engelmann,Babette,Senior Engineer
14552,Snyers,Ibibia,Senior Engineer
14556,Zultner,Fatemeh,Engineer
14560,Driscoll,Elrique,Senior Engineer
14563,Douceur,Xuejia,Senior Staff
14564,Christ,Tadahiro,Staff
14568,Kakkad,Baoqiu,Senior Engineer
14574,Kaiserswerth,Yolla,Senior Engineer
14577,Harbusch,Shawna,Senior Engineer
14582,Morrin,Kiyokazu,Senior Engineer
14589,Narahari,Shawna,Staff
14597,Ritcey,Aloke,Senior Staff
14600,Cairo,Jayson,Senior Staff
14603,Marquardt,Lech,Senior Engineer
14607,Selvestrel,Suzette,Staff
14610,Merle,Lijia,Senior Staff
14611,Coors,Marsja,Staff
14620,Erev,Jianhua,Senior Engineer
14621,Wixon,Souichi,Senior Staff
14622,Lung,Jixiang,Senior Engineer
14639,Hempstead,Arvind,Senior Staff
14640,Kornatzky,Toshimori,Senior Engineer
14646,dAstous,Jiafu,Senior Engineer
14659,Adachi,Sashi,Senior Engineer
14668,Covnot,Weicheng,Senior Engineer
14670,Karnin,Rance,Assistant Engineer
14676,Zedlitz,Bikash,Senior Staff
14678,Constantine,Angus,Staff
14684,Przulj,Jayesh,Staff
14690,Bellone,Yechezkel,Senior Engineer
14692,Lamba,Annemarie,Senior Engineer
14693,Stranks,Brewster,Senior Staff
14703,Gonthier,Boutros,Engineer
14710,Hainaut,Mahmut,Senior Staff
14716,Kusakabe,Cullen,Senior Engineer
14717,Marsiglia,Willard,Senior Staff
14723,Assaf,Constantino,Senior Staff
14741,Menyhert,Dinkar,Senior Engineer
14745,Penttonen,Dines,Technique Leader
14746,Baalen,Uri,Senior Engineer
14752,Azuma,Mariusz,Senior Engineer
14756,Plesums,Mohua,Senior Engineer
14761,Rettelbach,Yunming,Senior Staff
14763,Hedayat,Ayakannu,Senior Engineer
14776,Muchinsky,Khoa,Senior Staff
14777,Slobodova,Danco,Engineer
14780,Bruckman,Marlo,Senior Engineer
14789,Lanphier,Pintsang,Engineer
14791,Garrabrants,Magy,Assistant Engineer
14793,Uchoa,Stein,Engineer
14801,Middleton,Peternela,Senior Engineer
14818,Falco,Wayne,Senior Engineer
14821,Kilgore,Oguz,Engineer
14826,Radivojevic,Pohua,Senior Staff
14837,Cappello,Perry,Senior Staff
14839,Cronin,Changho,Senior Engineer
14842,Godskesen,Anneke,Senior Staff
14853,Nergos,Taiji,Senior Engineer
14874,Socorro,Lijie,Engineer
14879,Sigstam,Anyuan,Senior Engineer
14881,Mateescu,Demos,Senior Staff
14885,Thisen,Mansur,Technique Leader
14888,Barriga,Temple,Senior Staff
14899,Casley,Alejandro,Senior Staff
14902,Zaccaria,Basant,Technique Leader
14906,Parveen,Adil,Senior Staff
14908,Flanders,Kerhong,Senior Engineer
14909,Kamble,Mohan,Senior Engineer
14911,Chelton,Xiaobin,Senior Engineer
14914,Benzaken,Gretta,Engineer
14915,Picco,Huican,Engineer
14920,Eugenio,Billur,Senior Staff
14923,Gyorkos,Shuzo,Technique Leader
14925,Peternell,Stabislas,Engineer
14926,Suomi,Chikara,Senior Engineer
14930,Yetim,Faiza,Senior Engineer
14941,Lichtner,Nathan,Senior Engineer
14949,Reinhart,Insup,Senior Engineer
14973,Schaad,Fumitaka,Staff
14978,Swan,Fay,Staff
15004,Esteva,Muneo,Engineer
15005,Sadowsky,Kiam,Senior Engineer
15016,Gulik,Woody,Senior Staff
15018,Prenel,Ramalingam,Senior Staff
15019,Shokrollahi,Qingxiang,Senior Engineer
15025,Lagarias,Vincent,Senior Staff
15029,Koshino,Giordano,Senior Staff
15030,Nourani,Rasikan,Senior Staff
15036,Delgrande,Ziva,Senior Engineer
15042,Litvinov,Luise,Engineer
15043,Ventosa,Christoph,Senior Staff
15049,Waymire,Khun,Senior Staff
15055,Sherertz,Shrikanth,Senior Staff
15059,Honglei,Moheb,Senior Staff
15066,Oaver,Tomokazu,Senior Engineer
15069,Siksek,Manton,Technique Leader
15071,Couchot,Ayonca,Senior Staff
15075,Rijsenbrij,Radoslaw,Senior Engineer
15077,Taubenfeld,Toshiki,Senior Engineer
15080,Conti,Moti,Technique Leader
15082,Zirintsis,Guadalupe,Technique Leader
15087,Ushiama,Chirstian,Senior Engineer
15089,Coney,Giri,Senior Engineer
15094,Bottner,Seongbae,Staff
15102,Axelband,Luigi,Senior Engineer
15105,Itzigehl,Sudhanshu,Senior Staff
15112,Heyers,Anyuan,Senior Staff
15118,Valtorta,Divier,Senior Engineer
15123,Menhoudj,Xuejia,Engineer
15134,Luiz,Arun,Senior Staff
15136,Waeselynck,Eckart,Staff
15139,Strandh,Gor,Staff
15143,Krupka,Chiradeep,Senior Staff
15145,Servieres,Haldon,Senior Engineer
15150,Reeker,Shugo,Senior Engineer
15151,Pouyioutas,Urs,Senior Staff
15155,Kitsuregawa,Leon,Senior Engineer
15176,Sankaranarayanan,Charlene,Senior Staff
15179,Bernardeschi,Niteen,Senior Engineer
15184,Sundgren,Sachem,Staff
15195,Zaumen,Renee,Senior Engineer
15202,Irland,Pranay,Engineer
15204,Ouhyoung,Garnik,Engineer
15207,Baik,Toshimitsu,Senior Engineer
15208,Shokrollahi,Sudharsan,Senior Staff
15216,Wiegley,Zhenhua,Senior Staff
15223,Harllee,Izaskun,Senior Staff
15228,Salvesen,Mona,Senior Staff
15230,Suessmith,Keiichiro,Senior Engineer
15231,Mondadori,Werner,Senior Engineer
15237,Sadowsky,Reinhard,Senior Engineer
15243,Famili,Mountaz,Senior Staff
15248,Baar,Edwin,Senior Staff
15253,Pardalos,Ayonca,Senior Engineer
15254,Erie,Jessie,Senior Engineer
15263,Loncour,Sanjeeva,Senior Staff
15271,Bernardeschi,Shiv,Senior Staff
15283,Kermarrec,Lenore,Engineer
15292,Lammel,Miyeon,Senior Staff
15303,Sewelson,Fumiko,Senior Engineer
15324,Lunn,Ziya,Senior Engineer
15329,Openshaw,Fan,Engineer
15331,Legleitner,Guther,Staff
15337,Radivojevic,Masaru,Senior Engineer
15341,Farrow,Shigehiro,Senior Staff
15354,Nyrup,Chikara,Staff
15358,Weiland,Zhenbing,Engineer
15365,Schiettecatte,Mikhail,Senior Engineer
15366,Munawer,Masaki,Senior Engineer
15369,Penttonen,Premal,Staff
15372,Broder,Nahum,Senior Staff
15374,Hiroyama,Jiang,Senior Staff
15375,Manders,Shuho,Senior Staff
15377,Aumann,Shugo,Senior Engineer
15382,Siegrist,Alassane,Senior Staff
15390,Soicher,Jiakeng,Engineer
15395,Jakobus,Monique,Senior Staff
15406,Sooriamurthi,Sariel,Senior Engineer
15409,Waterhouse,Quingbo,Technique Leader
15410,Kushner,Wilmer,Senior Staff
15412,Thiria,Huai,Senior Engineer
15422,Wolniewicz,Vesna,Senior Engineer
15428,Ramsay,Kokou,Technique Leader
15438,Munoz,Constantijn,Senior Staff
15441,Weisert,Arvind,Senior Staff
15452,Weedman,Kazuhira,Engineer
15454,Cesareni,Hongzue,Senior Staff
15459,Kusalik,Nimmagadda,Engineer
15461,Gronowski,Marsha,Senior Staff
15465,Ducloy,Seshu,Senior Engineer
15470,Huhdanpaa,Weiwu,Engineer
15474,Plumb,Gilbert,Senior Staff
15482,Gyorkos,Jixiang,Senior Engineer
15484,Plesums,Ortrun,Engineer
15489,Maksimenko,Ayonca,Staff
15491,Marrevee,Fumiyo,Senior Engineer
15497,Lichtman,Filipp,Engineer
15504,Alpin,Kasturi,Engineer
15505,Mikschl,Collette,Senior Engineer
15508,Rettelbach,Yoshimitsu,Senior Engineer
15510,Sethi,Inderjeet,Senior Engineer
15512,Waymire,Mitsuyuki,Senior Engineer
15518,Valtorta,Uno,Senior Engineer
15525,Cherinka,Masadi,Senior Engineer
15532,Lalonde,Bangqing,Senior Engineer
15534,Grabner,Guozhong,Senior Staff
15535,Miyakawa,Rimon,Engineer
15541,Erman,Percy,Technique Leader
15543,Staelin,Mingdong,Senior Engineer
15548,Caine,Sanjai,Senior Engineer
15555,Birge,Mona,Senior Engineer
15563,Zykh,Constantino,Senior Staff
15565,Muchinsky,True,Senior Staff
15582,Alpay,Tuval,Engineer
15583,Denny,Kasidit,Senior Staff
15593,Gips,Jaihie,Staff
15600,Perna,Mack,Senior Engineer
15601,Anily,Carrsten,Senior Staff
15603,Hooghiemstra,Woody,Senior Engineer
15621,Sewelson,Zeydy,Engineer
15636,Coorg,Siddarth,Staff
15637,Barinka,Vincent,Senior Staff
15638,Perez,Basil,Senior Staff
15646,Azuma,Xuedong,Senior Staff
15650,Bail,Pascal,Senior Engineer
15656,Schaaf,Mohammad,Senior Staff
15662,Danner,Shooichi,Staff
15664,Ertl,Bangqing,Assistant Engineer
15668,Juneja,Zito,Senior Engineer
15671,Back,Aiman,Senior Engineer
15677,Condotta,Ziva,Senior Engineer
15682,Przulj,Hiroyasu,Senior Engineer
15684,Babb,Valeska,Senior Engineer
15693,Ladret,Tomofumi,Senior Staff
15710,Doering,Aral,Senior Engineer
15714,Bala,Troy,Engineer
15717,Rabehasaina,Yuchang,Senior Staff
15726,Parascandalo,Zhilian,Senior Staff
15733,Lipner,Amalendu,Senior Staff
15739,Bahr,Poorav,Engineer
15740,Pocchiola,Stepehn,Senior Staff
15743,Chiodo,Dante,Engineer
15744,Solovay,Udaiprakash,Senior Engineer
15750,Bresenham,Arumugam,Senior Engineer
15763,Narahari,Barun,Senior Staff
15767,Broomell,Baocai,Senior Engineer
15769,Oskamp,Pranay,Staff
15772,Kawashima,Otilia,Senior Staff
15776,Simkin,Vasilii,Staff
15778,Haumacher,Arra,Senior Staff
15788,Deyuan,Taegyun,Senior Engineer
15799,Gelosh,Manton,Senior Staff
15812,Braunmuhl,Luise,Senior Staff
15821,Antonakopoulos,Aleksander,Engineer
15841,DasSarma,Aram,Senior Engineer
15846,Litecky,Bowen,Technique Leader
15847,Gniady,Shawna,Staff
15855,Brookman,Xiaoqiu,Senior Staff
15861,Anido,Gio,Senior Staff
15866,Seiwald,Angel,Senior Engineer
15869,Bala,Guoxiang,Senior Engineer
15871,Muhling,Jinpo,Senior Engineer
15876,Vakili,Munehiro,Senior Engineer
15895,Keirsey,Ferdinand,Staff
15901,Fargier,Marsja,Senior Engineer
15902,Stille,Kazuhide,Senior Staff
15905,Petersohn,DeForest,Senior Engineer
15911,Viele,Shaibal,Senior Engineer
15918,Plesums,Kotesh,Senior Staff
15938,Covnot,Garnik,Senior Staff
15941,Nourani,Dekang,Senior Engineer
15943,Demke,Yakkov,Senior Engineer
15944,Mahmud,Murthy,Staff
15945,Larfeldt,Hauke,Senior Engineer
15949,Itzfeldt,Urs,Engineer
15955,Dratva,Yuguang,Senior Engineer
15966,Carrera,Adit,Assistant Engineer
15967,Klyachko,Ohad,Senior Staff
15971,Aloia,Arumugam,Senior Engineer
15978,Wielonsky,Kaijung,Engineer
15984,Marzano,Kasidit,Engineer
15989,Nannarelli,Nobuyoshi,Senior Engineer
15993,Peir,Yoshimitsu,Senior Engineer
16000,Demos,Marek,Senior Engineer
16005,Sundgren,Udo,Senior Staff
16008,Skafidas,Xiaoqiang,Senior Engineer
16013,Solares,Chanjung,Senior Staff
16018,Papadias,Boutros,Senior Engineer
16022,Valiente,Perry,Senior Engineer
16025,Luce,Doowon,Senior Engineer
16028,Takkinen,JiYoung,Senior Engineer
16033,Spelt,Wayne,Senior Staff
16052,Rodham,Maria,Senior Engineer
16066,Penn,Marsha,Senior Staff
16068,Zongker,Leandro,Senior Staff
16076,Ebeling,Marko,Engineer
16077,Heemskerk,Kannan,Senior Engineer
16086,Denos,Mohammad,Senior Engineer
16093,Tramer,Luise,Engineer
16094,Rosar,Berto,Senior Engineer
16099,Ferretti,Mohan,Senior Staff
16109,Serna,Mooi,Senior Engineer
16134,Chaudhuri,Annemarie,Senior Engineer
16138,Krzyzanowski,Leucio,Senior Staff
16142,Porenta,Berry,Senior Staff
16145,Zallocco,Ziva,Senior Staff
16147,Brandsma,Laurentiu,Senior Staff
16149,Luit,Ennio,Senior Staff
16154,Docker,Monique,Technique Leader
16156,Kaminger,Fei,Staff
16165,Cronau,Shuzo,Assistant Engineer
16170,McDermid,Aral,Senior Staff
16175,Baik,Amabile,Staff
16180,Demir,Gio,Assistant Engineer
16185,Winter,Marin,Technique Leader
16192,Sigstam,Leandro,Senior Engineer
16201,Olano,Krassimir,Technique Leader
16206,Demke,Munenori,Engineer
16215,Eiron,Duri,Senior Staff
16218,Hambrick,Lidong,Engineer
16219,Viele,Dinkar,Staff
16224,Slobodova,Honesty,Staff
16227,Vural,Hitomi,Senior Engineer
16234,Basart,Jacopo,Senior Staff
16238,Kopetz,Takahiro,Staff
16246,Masaki,Makato,Engineer
16249,Kusakari,Yagil,Senior Engineer
16252,Mattern,Carrsten,Senior Engineer
16257,Masaki,Zhenhua,Senior Staff
16266,Sethi,Mikhail,Senior Staff
16270,Thorelli,Khoa,Senior Staff
16272,Zeleznik,Shuho,Senior Engineer
16274,Navazio,Sadun,Senior Staff
16278,Pokrovskii,Marin,Technique Leader
16289,Rahimi,Muzhong,Staff
16300,Coney,Jackson,Senior Engineer
16301,Molenkamp,Yurii,Senior Engineer
16329,Melter,Yucel,Senior Engineer
16337,Schaad,Hironoby,Senior Engineer
16347,Yurov,Vasilii,Engineer
16355,Luca,Nikolaos,Senior Staff
16364,Gini,Yifei,Senior Staff
16365,Mellouli,Janalee,Senior Staff
16377,Stanger,Duri,Engineer
16383,Czap,Lidong,Senior Engineer
16384,Heuser,Dmitry,Senior Engineer
16388,Georgatos,Subhankar,Senior Staff
16392,Keustermans,Danae,Staff
16397,Cusworth,Shimshon,Senior Staff
16399,Collette,Apostol,Senior Staff
16405,Worfolk,Demos,Engineer
16412,Tokunaga,Moss,Technique Leader
16415,Ohori,Subhash,Senior Engineer
16426,Dulli,Mabry,Senior Engineer
16438,Demeyer,Abdulla,Senior Engineer
16447,Savasere,Zhiguo,Senior Engineer
16448,Zwicker,Tsvetan,Senior Engineer
16453,Basart,Goncalo,Senior Staff
16457,DiGiano,Gudjon,Senior Engineer
16466,Parveen,Atreye,Senior Engineer
16480,Tramer,Patricio,Senior Staff
16482,Pettit,Dinkar,Senior Staff
16484,Redmiles,Remko,Senior Staff
16491,Radwan,Emdad,Senior Staff
16499,Legleitner,Aran,Engineer
16508,Haddadi,Kwok,Senior Staff
16510,Vecchio,Mototsugu,Senior Staff
16511,McFarlin,Visit,Senior Staff
16526,Coorg,Saeko,Engineer
16530,Ozeri,Martina,Staff
16535,Bhattacharjee,Bluma,Engineer
16537,Seiwald,Weidon,Senior Engineer
16539,Fetvedt,Gretta,Senior Engineer
16544,Schaap,Xiaoshan,Staff
16546,Lanphier,Sangeeta,Senior Engineer
16549,Thibadeau,Olivera,Senior Staff
16551,Ranon,Sadegh,Senior Engineer
16556,Hiltgen,Mostafa,Senior Engineer
16559,Kruskal,Weijing,Senior Engineer
16567,Senzako,Hein,Senior Staff
16570,Matzen,Uta,Senior Engineer
16580,Valiente,Masaru,Senior Engineer
16586,Peyn,Uno,Senior Staff
16616,Staelin,Danai,Senior Engineer
16617,Noriega,Aluzio,Senior Engineer
16619,Boguraev,Arvind,Senior Engineer
16622,Herbst,Yifei,Staff
16629,Papastamatiou,Masaki,Technique Leader
16636,Luan,Ulf,Engineer
16644,Yoshimura,Saniya,Senior Engineer
16658,Soicher,Florian,Senior Staff
16669,Harnett,Youpyo,Senior Engineer
16678,Lenart,Gill,Senior Engineer
16686,Linnainmaa,Francoise,Senior Staff
16692,Perelgut,Maria,Engineer
16695,Thiran,Chaosheng,Staff
16698,Decleir,Udaiprakash,Engineer
16716,Zumaque,Ramachenga,Engineer
16719,Benantar,Sasan,Senior Staff
16729,Broomell,Kirk,Senior Staff
16730,Engelmann,Chinhyun,Senior Engineer
16731,Versino,Domenico,Senior Engineer
16744,Setiz,George,Senior Engineer
16747,Cyre,Taisook,Engineer
16751,Molenkamp,Lubomir,Technique Leader
16756,Harnett,Charlene,Staff
16759,Masaki,Vojin,Senior Engineer
16766,Brendel,Vatsa,Senior Engineer
16772,Giveon,Baruch,Senior Staff
16776,Azevdeo,Gil,Senior Staff
16778,Scallan,Filipp,Senior Engineer
16782,Redmiles,Premsyl,Senior Staff
16783,Spataro,Takahira,Senior Staff
16799,Bamford,Shigeichiro,Senior Engineer
16801,Strooper,Gila,Senior Engineer
16803,Rohrbach,Ziva,Engineer
16806,Dayana,Sreekrishna,Senior Staff
16838,Cronin,Martien,Staff
16851,Stasinski,Leon,Senior Staff
16852,Fontet,Yefim,Senior Engineer
16856,Schaad,Yefim,Senior Staff
16859,Heping,Chikara,Senior Staff
16864,Gecsel,Candido,Engineer
16869,Huttel,Yakkov,Senior Staff
16871,Stiles,Munir,Senior Engineer
16880,Bresenham,Honesty,Technique Leader
16896,Bazzichi,Taisook,Senior Engineer
16897,Ebeling,Charlene,Technique Leader
16902,Isaak,Aiman,Engineer
16910,Botman,Kazunori,Senior Engineer
16915,Candan,Xianlong,Senior Engineer
16919,Yurov,Tesuya,Engineer
16921,Yeung,Evgueni,Senior Staff
16933,Pardalos,Lokesh,Staff
16934,Sanella,Collette,Engineer
16938,Shigei,Shmuel,Engineer
16944,Shobatake,Yuguang,Staff
16952,Velardi,Shimshon,Senior Engineer
16954,Apsitis,Akhilish,Senior Staff
16979,Preusig,Xiaoqiu,Engineer
16986,Gecseg,Hirochika,Senior Engineer
16988,Peron,Xiong,Senior Staff
16993,Dahlbom,Hongzue,Senior Staff
16999,Sadowsky,Bezalel,Senior Staff
17007,Fujisawa,Muzhong,Staff
17011,Granlund,Nagui,Staff
17012,Petereit,Valdiodio,Senior Engineer
17024,Siepmann,Ewing,Senior Engineer
17034,Rehfuss,Heng,Engineer
17040,Bhattacharjee,Kazuhisa,Assistant Engineer
17041,Montemayor,Nishit,Senior Staff
17046,Kornyak,Fay,Senior Engineer
17048,Murthy,Christoph,Senior Engineer
17059,Atrawala,Tamiya,Senior Engineer
17062,Laurillard,Shai,Staff
17063,Thiran,Anoosh,Senior Staff
17066,Ruther,Heping,Senior Engineer
17068,Gopalakrishnan,Bodh,Assistant Engineer
17072,Bala,Richara,Senior Staff
17076,Hitomi,Gudjon,Senior Engineer
17078,Hinsberger,Gill,Senior Staff
17081,Murtafg,Weiru,Senior Engineer
17085,Litvinov,Ramzi,Senior Engineer
17089,Erman,Rafail,Senior Staff
17090,Akaboshi,Jaana,Senior Engineer
17092,Lalonde,Atreye,Staff
17100,Luef,Gila,Engineer
17102,Garnick,Radhika,Staff
17103,Feldmann,Takahiro,Senior Engineer
17118,Felder,Marke,Senior Engineer
17120,Polupanov,Yifei,Senior Staff
17123,Beausoleil,Aruna,Senior Staff
17125,Zweizig,Akhilish,Senior Engineer
17126,Schapire,Matk,Senior Staff
17128,Baba,Wuxu,Senior Engineer
17141,Kadhim,Ingmar,Senior Engineer
17148,Rissanen,Venkatesan,Engineer
17157,Ghandeharizadeh,Kristian,Senior Staff
17158,Vecchio,Danai,Senior Engineer
17159,Mitchem,Quingbo,Senior Engineer
17160,Montemayor,Shay,Senior Engineer
17172,Riexinger,Conrado,Senior Engineer
17179,Angel,Kellyn,Engineer
17181,Pepe,Weiyi,Senior Staff
17191,Baer,Nobuyoshi,Senior Engineer
17199,Guardalben,Vasilis,Senior Staff
17200,Chiola,Mostafa,Senior Engineer
17214,Angelov,Danel,Technique Leader
